username,timestamp,attempt_count,time_since_first,success,label
user_7323,47:03.9,3,173,1,normal
user_6152,46:41.9,2,151,1,normal
user_8011,44:11.4,2,0.493789,0,brute_force
user_7386,48:02.9,3,232,1,normal
user_7100,48:12.9,1,242,1,normal
user_5999,46:41.9,1,151,0,normal
user_6907,44:31.9,1,21,1,normal
user_1152,44:12.4,2,1.47008,0,brute_force
user_7020,44:30.9,3,20,1,normal
user_9782,47:11.9,2,181,0,normal
user_8677,47:59.9,2,229,0,normal
user_6844,46:50.9,1,160,0,normal
user_3526,46:33.9,1,143,1,normal
user_7185,44:12.1,6,1.184853,0,brute_force
user_1222,44:44.9,1,34,0,normal
user_9994,46:14.9,2,124,1,normal
user_2568,46:09.9,1,119,1,normal
user_3725,47:59.9,1,229,0,normal
user_7362,44:11.5,10,0.593194,0,brute_force
user_7074,44:12.1,8,1.242843,0,brute_force
user_8656,45:20.9,3,70,1,normal
user_2807,47:25.9,2,195,1,normal
user_1377,46:13.9,3,123,1,normal
user_4975,47:00.9,1,170,1,normal
user_7795,44:11.6,6,0.701757,0,brute_force
user_6230,46:20.9,2,130,0,normal
user_6882,46:14.9,2,124,1,normal
user_7282,44:11.8,4,0.893847,0,brute_force
user_9721,45:43.9,2,93,0,normal
user_4578,44:12.1,8,1.21255,0,brute_force
user_5073,44:12.5,5,1.633483,0,brute_force
user_7282,44:10.9,10,0.006588,0,brute_force
user_7114,44:12.7,1,1.759334,0,brute_force
user_3240,46:55.9,2,165,0,normal
user_1152,44:11.0,3,0.126088,0,brute_force
user_9962,47:21.9,1,191,1,normal
user_4376,44:50.9,3,40,1,normal
user_9919,47:40.9,1,210,0,normal
user_1064,45:01.9,1,51,1,normal
user_9315,44:50.9,3,40,1,normal
user_2642,45:51.9,2,101,1,normal
user_7212,48:00.9,2,230,1,normal
user_9674,46:01.9,2,111,1,normal
user_7764,44:11.9,6,0.990988,0,brute_force
user_7362,44:11.1,5,0.158198,0,brute_force
user_5903,46:05.9,2,115,1,normal
user_3276,44:12.7,3,1.82386,0,brute_force
user_3929,48:21.9,2,251,1,normal
user_2039,45:37.9,1,87,0,normal
user_1267,47:49.9,1,219,0,normal
user_4996,44:47.9,3,37,1,normal
user_7432,46:34.9,1,144,0,normal
user_3591,44:11.1,5,0.18251,0,brute_force
user_5872,44:11.0,3,0.120614,0,brute_force
user_4430,46:35.9,2,145,0,normal
user_2502,45:21.9,1,71,1,normal
user_3131,44:11.4,3,0.457899,0,brute_force
user_5924,47:34.9,2,204,0,normal
user_4935,47:53.9,1,223,0,normal
user_7432,46:48.9,2,158,0,normal
user_4301,47:13.9,2,183,0,normal
user_9165,46:18.9,1,128,0,normal
user_2627,45:15.9,1,65,0,normal
user_6419,48:12.9,1,242,0,normal
user_5693,44:12.7,7,1.761173,0,brute_force
user_8869,44:11.7,11,0.75767,0,brute_force
user_9297,44:11.3,3,0.408631,0,brute_force
user_1132,44:12.0,13,1.054994,0,brute_force
user_9416,46:59.9,1,169,0,normal
user_6007,44:12.0,2,1.104671,0,brute_force
user_2026,44:11.2,7,0.349332,0,brute_force
user_1021,48:16.9,2,246,1,normal
user_7967,44:45.9,2,35,0,normal
user_3489,47:09.9,2,179,0,normal
user_1267,46:45.9,3,155,1,normal
user_1866,46:52.9,2,162,0,normal
user_2902,46:41.9,3,151,1,normal
user_9664,48:03.9,1,233,0,normal
user_7212,46:45.9,1,155,0,normal
user_7474,44:11.5,7,0.609971,0,brute_force
user_1574,44:12.3,4,1.437321,0,brute_force
user_1574,44:11.4,9,0.46715,0,brute_force
user_9613,49:01.9,2,291,0,normal
user_9297,44:12.0,2,1.09317,0,brute_force
user_5297,44:12.6,11,1.724834,0,brute_force
user_2603,44:12.7,6,1.794566,0,brute_force
user_9764,49:01.9,1,291,0,normal
user_8257,45:54.9,2,104,0,normal
user_5446,46:37.9,1,147,0,normal
user_2411,46:13.9,1,123,1,normal
user_9152,45:39.9,3,89,1,normal
user_4698,45:38.9,1,88,0,normal
user_3334,44:11.5,9,0.63072,0,brute_force
user_7517,45:05.9,1,55,0,normal
user_5431,44:25.9,1,15,1,normal
user_5297,45:22.9,2,72,1,normal
user_5903,46:17.9,1,127,0,normal
user_3067,46:35.9,3,145,1,normal
user_5367,47:38.9,2,208,0,normal
user_3346,45:04.9,2,54,0,normal
user_9644,45:49.9,1,99,1,normal
user_2908,44:12.6,12,1.732382,0,brute_force
user_1680,44:11.7,3,0.809321,0,brute_force
user_3697,44:12.0,8,1.08502,0,brute_force
user_2603,44:12.2,5,1.333106,0,brute_force
user_2230,44:12.3,10,1.366616,0,brute_force
user_7409,44:12.7,8,1.754479,0,brute_force
user_2874,45:02.9,1,52,0,normal
user_7803,44:12.2,4,1.316347,0,brute_force
user_3591,44:53.9,2,43,1,normal
user_1221,46:51.9,2,161,1,normal
user_4324,44:12.9,4,1.9521,0,brute_force
user_8705,48:11.9,2,241,0,normal
user_7176,45:08.9,3,58,1,normal
user_3591,44:12.2,8,1.289277,0,brute_force
user_9264,46:36.9,3,146,1,normal
user_1179,46:50.9,1,160,0,normal
user_6362,45:22.9,1,72,0,normal
user_2966,44:11.4,2,0.495963,0,brute_force
user_6964,46:56.9,3,166,1,normal
user_6494,44:11.5,11,0.59994,0,brute_force
user_2658,44:12.7,13,1.817438,0,brute_force
user_5680,48:31.9,1,261,0,normal
user_2365,45:35.9,3,85,1,normal
user_4573,45:42.9,2,92,0,normal
user_2866,49:01.9,1,291,0,normal
user_2585,45:16.9,3,66,1,normal
user_3908,44:11.0,4,0.117423,0,brute_force
user_8661,47:47.9,1,217,0,normal
user_6109,45:25.9,1,75,1,normal
user_2643,46:31.9,1,141,1,normal
user_6107,45:42.9,2,92,1,normal
user_9924,48:27.9,1,257,1,normal
user_7185,44:11.6,8,0.711183,0,brute_force
user_2275,46:09.9,2,119,0,normal
user_8602,48:06.9,2,236,1,normal
user_6964,46:37.9,1,147,0,normal
user_5492,47:56.9,1,226,0,normal
user_3686,48:07.9,2,237,1,normal
user_6394,49:03.9,1,293,0,normal
user_1152,44:11.1,7,0.223976,0,brute_force
user_9592,47:43.9,1,213,1,normal
user_7074,44:11.8,1,0.940804,0,brute_force
user_2494,45:07.9,2,57,1,normal
user_9769,45:54.9,2,104,1,normal
user_8443,49:01.9,3,291,1,normal
user_5242,44:23.9,1,13,0,normal
user_2582,44:59.9,3,49,1,normal
user_1940,44:29.9,1,19,0,normal
user_9940,44:29.9,3,19,1,normal
user_4671,45:04.9,1,54,0,normal
user_2217,47:43.9,1,213,0,normal
user_1051,48:07.9,1,237,1,normal
user_9678,44:12.0,5,1.092405,0,brute_force
user_8243,44:11.3,9,0.419603,0,brute_force
user_7414,44:11.7,13,0.764587,0,brute_force
user_4635,46:06.9,1,116,0,normal
user_3334,44:11.4,3,0.492037,0,brute_force
user_1792,45:45.9,3,95,1,normal
user_2568,44:25.9,1,15,0,normal
user_8526,44:47.9,1,37,0,normal
user_7074,44:12.8,5,1.940953,0,brute_force
user_9118,44:12.7,2,1.770748,0,brute_force
user_9179,44:11.5,1,0.619694,0,brute_force
user_3049,48:31.9,2,261,1,normal
user_4948,46:16.9,1,126,1,normal
user_3631,48:24.9,1,254,1,normal
user_1333,48:14.9,2,244,0,normal
user_1133,45:55.9,1,105,1,normal
user_8533,44:12.0,2,1.07107,0,brute_force
user_6168,44:12.9,4,1.976974,0,brute_force
user_5872,44:11.9,8,0.985503,0,brute_force
user_1680,44:12.4,1,1.4562,0,brute_force
user_1774,48:59.9,3,289,1,normal
user_7048,45:42.9,1,92,1,normal
user_9680,44:28.9,1,18,0,normal
user_7412,45:31.9,1,81,0,normal
user_1216,45:36.9,1,86,0,normal
user_7362,44:11.5,3,0.573364,0,brute_force
user_4185,45:54.9,1,104,0,normal
user_7474,44:11.6,6,0.743516,0,brute_force
user_9179,44:11.1,4,0.209156,0,brute_force
user_8443,48:56.9,2,286,0,normal
user_9552,47:28.9,2,198,1,normal
user_7556,44:11.6,7,0.734839,0,brute_force
user_1861,45:04.9,1,54,0,normal
user_8533,49:08.9,1,298,0,normal
user_7414,44:12.2,12,1.290716,0,brute_force
user_7282,44:11.6,5,0.731541,0,brute_force
user_4330,47:27.9,2,197,0,normal
user_3501,44:11.9,8,1.016824,0,brute_force
user_6159,44:12.3,12,1.418365,0,brute_force
user_7232,47:01.9,1,171,1,normal
user_2658,44:11.8,2,0.91811,0,brute_force
user_1132,44:11.0,8,0.080614,0,brute_force
user_6115,44:11.2,3,0.282311,0,brute_force
user_2023,49:09.9,2,299,0,normal
user_3113,48:02.9,2,232,1,normal
user_4257,48:18.9,2,248,0,normal
user_2230,44:11.3,7,0.449184,0,brute_force
user_6314,47:58.9,1,228,1,normal
user_9934,45:54.9,2,104,1,normal
user_7769,45:43.9,1,93,0,normal
user_1473,47:01.9,1,171,1,normal
user_6152,47:50.9,1,220,0,normal
user_6537,44:12.9,3,1.979818,0,brute_force
user_7409,44:11.9,6,0.985136,0,brute_force
user_5930,46:34.9,1,144,0,normal
user_6964,48:51.9,2,281,0,normal
user_4903,47:21.9,3,191,1,normal
user_7156,44:38.9,1,28,0,normal
user_9240,44:40.9,1,30,1,normal
user_9994,45:17.9,1,67,0,normal
user_5938,44:11.2,3,0.304313,0,brute_force
user_4142,46:20.9,3,130,1,normal
user_8841,45:57.9,1,107,0,normal
user_4975,44:11.1,3,0.208976,0,brute_force
user_2618,44:12.5,1,1.611431,0,brute_force
user_9764,47:52.9,2,222,1,normal
user_1819,45:27.9,1,77,1,normal
user_5369,45:48.9,2,98,0,normal
user_8560,46:14.9,1,124,1,normal
user_7967,48:30.9,1,260,0,normal
user_6312,48:29.9,2,259,0,normal
user_7775,47:53.9,1,223,0,normal
user_2039,45:49.9,2,99,0,normal
user_7346,46:09.9,2,119,1,normal
user_2368,45:22.9,1,72,0,normal
user_7622,48:33.9,2,263,0,normal
user_6979,44:11.4,2,0.460718,0,brute_force
user_5023,48:49.9,1,279,1,normal
user_9331,47:54.9,1,224,1,normal
user_2230,44:12.0,8,1.081967,0,brute_force
user_6892,45:11.9,1,61,0,normal
user_1514,47:13.9,2,183,0,normal
user_2603,44:11.5,9,0.64506,0,brute_force
user_3908,44:11.4,7,0.472501,0,brute_force
user_2403,44:12.5,9,1.617913,0,brute_force
user_3346,47:33.9,1,203,0,normal
user_7560,46:48.9,2,158,0,normal
user_2927,48:33.9,1,263,0,normal
user_4483,49:02.9,1,292,0,normal
user_6133,45:16.9,2,66,1,normal
user_8095,45:56.9,3,106,1,normal
user_6135,44:11.0,5,0.089928,0,brute_force
user_2738,45:00.9,1,50,0,normal
user_9927,47:22.9,2,192,1,normal
user_7326,48:02.9,1,232,0,normal
user_5835,45:33.9,2,83,1,normal
user_8536,46:13.9,2,123,1,normal
user_5693,44:12.5,9,1.564116,0,brute_force
user_8150,47:55.9,1,225,1,normal
user_2248,44:12.0,3,1.052464,0,brute_force
user_7117,44:49.9,3,39,1,normal
user_3501,44:11.3,6,0.372439,0,brute_force
user_7414,44:11.6,3,0.723036,0,brute_force
user_5602,45:11.9,1,61,0,normal
user_7424,46:38.9,3,148,1,normal
user_9782,47:36.9,1,206,0,normal
user_8604,47:32.9,2,202,1,normal
user_9387,44:12.1,4,1.214712,0,brute_force
user_7185,44:12.1,9,1.222192,0,brute_force
user_5908,46:55.9,2,165,1,normal
user_8188,47:12.9,2,182,0,normal
user_9710,47:09.9,1,179,0,normal
user_1872,47:40.9,1,210,1,normal
user_2136,46:09.9,2,119,0,normal
user_4504,44:11.2,11,0.282431,0,brute_force
user_2532,44:12.2,5,1.284879,0,brute_force
user_2365,48:42.9,1,272,0,normal
user_4052,46:58.9,2,168,1,normal
user_1125,46:31.9,2,141,1,normal
user_1222,47:39.9,3,209,1,normal
user_4224,48:45.9,2,275,0,normal
user_6596,46:56.9,1,166,0,normal
user_4483,46:42.9,3,152,1,normal
user_9845,44:53.9,1,43,0,normal
user_8382,48:48.9,2,278,0,normal
user_3697,44:11.0,3,0.124659,0,brute_force
user_9613,47:36.9,3,206,1,normal
user_5442,44:11.2,7,0.32769,0,brute_force
user_7953,45:00.9,2,50,1,normal
user_1531,45:55.9,2,105,1,normal
user_7114,44:12.1,6,1.228754,0,brute_force
user_8380,44:11.6,5,0.719881,0,brute_force
user_1083,44:32.9,1,22,0,normal
user_4204,48:06.9,1,236,1,normal
user_5922,44:53.9,1,43,1,normal
user_7114,44:10.9,5,0.040324,0,brute_force
user_4907,48:13.9,1,243,0,normal
user_7813,44:11.7,8,0.802627,0,brute_force
user_1390,44:11.8,10,0.910623,0,brute_force
user_1179,45:03.9,2,53,0,normal
user_4258,46:38.9,3,148,1,normal
user_7764,44:11.3,7,0.446747,0,brute_force
user_6351,48:20.9,1,250,0,normal
user_8672,44:11.0,7,0.050167,0,brute_force
user_8536,46:20.9,1,130,0,normal
user_9008,46:06.9,1,116,1,normal
user_3192,44:30.9,3,20,1,normal
user_4694,48:46.9,2,276,1,normal
user_6168,44:12.3,6,1.359108,0,brute_force
user_2301,47:41.9,2,211,1,normal
user_1336,44:12.0,8,1.100086,0,brute_force
user_5297,44:12.0,1,1.083296,0,brute_force
user_5239,47:30.9,1,200,1,normal
user_4858,48:34.9,1,264,0,normal
user_6902,46:04.9,1,114,1,normal
user_2967,46:03.9,1,113,1,normal
user_5187,44:24.9,1,14,1,normal
user_5297,44:11.6,8,0.678816,0,brute_force
user_6494,44:11.7,2,0.848846,0,brute_force
user_8095,45:25.9,2,75,0,normal
user_6115,44:11.7,14,0.772248,0,brute_force
user_9753,48:35.9,1,265,1,normal
user_3302,46:42.9,3,152,1,normal
user_2966,44:11.0,6,0.053485,0,brute_force
user_2925,44:11.8,1,0.852897,0,brute_force
user_4173,48:57.9,1,287,0,normal
user_8494,47:14.9,3,184,1,normal
user_4317,46:57.9,1,167,0,normal
user_7409,44:12.0,12,1.077831,0,brute_force
user_7757,47:15.9,2,185,1,normal
user_4601,48:14.9,2,244,0,normal
user_1437,48:57.9,1,287,0,normal
user_1902,44:45.9,1,35,0,normal
user_9736,45:05.9,3,55,1,normal
user_4952,44:28.9,1,18,1,normal
user_8011,44:11.1,1,0.177788,0,brute_force
user_6537,44:11.5,1,0.587119,0,brute_force
user_7474,44:12.9,1,1.979725,0,brute_force
user_7087,46:52.9,2,162,0,normal
user_2532,44:12.7,9,1.789418,0,brute_force
user_2403,44:10.9,7,0.042057,0,brute_force
user_5771,45:46.9,1,96,1,normal
user_7346,46:52.9,1,162,0,normal
user_1445,46:19.9,2,129,0,normal
user_4479,46:11.9,1,121,0,normal
user_2079,48:10.9,2,240,1,normal
user_7112,49:01.9,1,291,0,normal
user_4538,47:19.9,2,189,0,normal
user_3946,44:42.9,1,32,1,normal
user_7414,44:11.2,6,0.277174,0,brute_force
user_1904,45:23.9,1,73,0,normal
user_3597,44:37.9,2,27,0,normal
user_6115,44:11.4,2,0.495257,0,brute_force
user_6355,46:07.9,1,117,1,normal
user_7282,44:12.6,7,1.727713,0,brute_force
user_5103,46:07.9,1,117,0,normal
user_5872,44:11.6,7,0.73775,0,brute_force
user_9792,44:43.9,3,33,1,normal
user_2891,44:24.9,1,14,1,normal
user_7409,44:12.6,9,1.746829,0,brute_force
user_9360,47:38.9,1,208,0,normal
user_8533,44:12.5,4,1.601195,0,brute_force
user_7414,44:11.7,7,0.772849,0,brute_force
user_2585,48:14.9,1,244,0,normal
user_7795,44:11.1,4,0.21369,0,brute_force
user_3756,46:32.9,1,142,1,normal
user_4589,46:11.9,2,121,1,normal
user_6199,48:00.9,1,230,0,normal
user_2618,44:12.2,5,1.295309,0,brute_force
user_2658,44:12.5,14,1.646526,0,brute_force
user_8260,45:16.9,1,66,1,normal
user_8652,44:12.6,8,1.676315,0,brute_force
user_5219,46:09.9,1,119,0,normal
user_4975,44:11.2,1,0.251383,0,brute_force
user_1574,44:11.6,12,0.711833,0,brute_force
user_6135,44:11.6,4,0.684047,0,brute_force
user_1597,44:11.0,2,0.113847,0,brute_force
user_4093,44:48.9,1,38,0,normal
user_3563,48:23.9,1,253,1,normal
user_2532,44:11.6,4,0.678493,0,brute_force
user_9517,48:52.9,1,282,0,normal
user_6983,47:52.9,3,222,1,normal
user_2187,45:28.9,1,78,1,normal
user_1496,45:37.9,3,87,1,normal
user_1207,46:22.9,1,132,0,normal
user_7795,44:12.6,10,1.656802,0,brute_force
user_6168,44:12.4,5,1.538922,0,brute_force
user_8845,47:49.9,2,219,1,normal
user_6494,44:12.9,7,1.965341,0,brute_force
user_2344,44:27.9,1,17,0,normal
user_2968,45:22.9,1,72,0,normal
user_5354,44:12.5,6,1.583848,0,brute_force
user_5432,44:41.9,2,31,1,normal
user_5186,44:11.7,4,0.765971,0,brute_force
user_5086,44:33.9,1,23,0,normal
user_6135,44:12.6,3,1.676868,0,brute_force
user_4504,44:12.3,3,1.360632,0,brute_force
user_2802,44:52.9,3,42,1,normal
user_7813,44:11.2,12,0.349563,0,brute_force
user_4975,44:12.5,2,1.62403,0,brute_force
user_9181,44:12.1,1,1.246946,0,brute_force
user_2658,44:11.2,1,0.339851,0,brute_force
user_3908,44:12.5,2,1.573708,0,brute_force
user_2407,46:57.9,1,167,0,normal
user_2908,44:12.8,13,1.857943,0,brute_force
user_3658,44:25.9,3,15,1,normal
user_9445,44:12.1,2,1.21265,0,brute_force
user_3658,47:40.9,2,210,0,normal
user_4216,45:30.9,1,80,0,normal
user_8081,46:11.9,1,121,0,normal
user_8443,44:46.9,1,36,0,normal
user_9495,46:42.9,1,152,1,normal
user_1940,44:40.9,3,30,1,normal
user_4914,48:06.9,1,236,1,normal
user_4426,48:46.9,1,276,0,normal
user_8656,47:10.9,2,180,0,normal
user_1439,46:07.9,2,117,1,normal
user_3597,47:06.9,3,176,1,normal
user_7829,44:27.9,3,17,1,normal
user_3550,46:11.9,1,121,0,normal
user_4538,44:48.9,1,38,0,normal
user_8672,44:11.7,4,0.837846,0,brute_force
user_6125,45:13.9,3,63,1,normal
user_5388,46:52.9,2,162,1,normal
user_5302,48:14.9,2,244,1,normal
user_7363,45:43.9,2,93,1,normal
user_2908,44:11.8,2,0.888396,0,brute_force
user_3929,46:46.9,1,156,0,normal
user_2608,44:10.9,3,0.019555,0,brute_force
user_9297,44:12.2,1,1.271587,0,brute_force
user_9516,46:50.9,2,160,0,normal
user_4332,44:24.9,3,14,1,normal
user_4112,47:31.9,1,201,0,normal
user_5369,44:29.9,3,19,1,normal
user_8468,44:12.1,2,1.180432,0,brute_force
user_5297,44:11.3,2,0.361512,0,brute_force
user_5749,48:24.9,2,254,1,normal
user_4903,48:27.9,1,257,0,normal
user_6029,44:11.8,5,0.938085,0,brute_force
user_2403,44:11.4,11,0.48213,0,brute_force
user_1969,44:32.9,2,22,1,normal
user_8652,44:11.8,13,0.926742,0,brute_force
user_4652,47:14.9,1,184,0,normal
user_9197,47:52.9,2,222,1,normal
user_1677,46:41.9,1,151,0,normal
user_1152,44:11.6,1,0.715728,0,brute_force
user_1390,44:12.3,3,1.410188,0,brute_force
user_4324,44:12.2,7,1.329381,0,brute_force
user_5156,44:11.9,5,1.03778,0,brute_force
user_8533,44:12.8,9,1.938895,0,brute_force
user_7813,44:11.6,6,0.714671,0,brute_force
user_5442,44:11.4,11,0.474274,0,brute_force
user_2608,44:12.7,9,1.752292,0,brute_force
user_3606,44:25.9,1,15,1,normal
user_3220,45:00.9,2,50,1,normal
user_6537,44:12.2,6,1.294318,0,brute_force
user_9445,44:12.2,7,1.313185,0,brute_force
user_3874,44:11.1,1,0.239965,0,brute_force
user_2532,44:11.2,13,0.332642,0,brute_force
user_3622,46:42.9,1,152,1,normal
user_4483,44:47.9,2,37,0,normal
user_5861,44:24.9,1,14,1,normal
user_7432,46:39.9,3,149,1,normal
user_6115,44:11.6,11,0.70388,0,brute_force
user_3542,44:11.4,6,0.497406,0,brute_force
user_4786,48:10.9,2,240,1,normal
user_6152,47:13.9,1,183,1,normal
user_7474,44:11.5,8,0.610642,0,brute_force
user_4085,44:12.4,11,1.501906,0,brute_force
user_4173,47:04.9,3,174,1,normal
user_2289,46:39.9,2,149,0,normal
user_1954,44:12.5,8,1.64207,0,brute_force
user_9792,45:11.9,1,61,0,normal
user_1813,45:49.9,2,99,1,normal
user_4975,44:11.7,6,0.820378,0,brute_force
user_7833,48:30.9,3,260,1,normal
user_3131,44:11.5,1,0.646269,0,brute_force
user_1126,44:11.9,1,0.994774,0,brute_force
user_5442,44:12.7,1,1.764851,0,brute_force
user_2263,45:13.9,1,63,0,normal
user_7322,48:24.9,1,254,0,normal
user_7409,44:11.8,1,0.875765,0,brute_force
user_1573,46:17.9,1,127,1,normal
user_5299,44:33.9,2,23,0,normal
user_8911,44:50.9,1,40,0,normal
user_8394,45:28.9,3,78,1,normal
user_3276,44:11.0,4,0.11507,0,brute_force
user_1106,48:36.9,2,266,1,normal
user_8139,47:50.9,1,220,0,normal
user_3874,44:12.8,11,1.924428,0,brute_force
user_4301,45:38.9,3,88,1,normal
user_6616,44:12.6,13,1.683743,0,brute_force
user_8533,44:11.8,10,0.854329,0,brute_force
user_2426,47:20.9,3,190,1,normal
user_4504,44:10.9,4,0.026217,0,brute_force
user_1677,48:28.9,2,258,1,normal
user_7556,44:12.4,11,1.510025,0,brute_force
user_5442,44:12.2,13,1.342663,0,brute_force
user_9110,46:31.9,3,141,1,normal
user_3823,47:18.9,2,188,0,normal
user_7012,49:08.9,1,298,0,normal
user_9782,45:57.9,3,107,1,normal
user_7589,45:23.9,2,73,1,normal
user_9482,48:27.9,1,257,1,normal
user_1152,44:10.9,10,0.035144,0,brute_force
user_9919,48:36.9,2,266,1,normal
user_2742,45:32.9,1,82,1,normal
user_8426,47:34.9,1,204,1,normal
user_4847,48:15.9,2,245,1,normal
user_4671,48:25.9,2,255,0,normal
user_3615,47:10.9,1,180,1,normal
user_5463,46:51.9,3,161,1,normal
user_7401,44:12.5,6,1.642493,0,brute_force
user_7890,44:45.9,2,35,1,normal
user_5297,44:11.0,4,0.08898,0,brute_force
user_9445,44:11.9,11,1.022879,0,brute_force
user_7414,44:11.2,2,0.276629,0,brute_force
user_3276,44:11.2,9,0.339194,0,brute_force
user_7386,45:13.9,1,63,0,normal
user_5539,47:59.9,3,229,1,normal
user_1954,44:11.3,7,0.412299,0,brute_force
user_6038,47:48.9,1,218,1,normal
user_2925,44:11.8,3,0.919467,0,brute_force
user_4912,48:18.9,1,248,0,normal
user_1145,45:25.9,3,75,1,normal
user_8038,49:01.9,1,291,1,normal
user_1656,47:22.9,1,192,0,normal
user_1404,48:29.9,1,259,0,normal
user_7650,44:59.9,1,49,1,normal
user_8318,47:25.9,1,195,0,normal
user_3439,47:20.9,2,190,0,normal
user_2403,44:12.2,1,1.289808,0,brute_force
user_8652,44:12.7,2,1.788464,0,brute_force
user_9297,44:11.0,7,0.139071,0,brute_force
user_9615,46:08.9,2,118,0,normal
user_9857,45:14.9,1,64,1,normal
user_9023,47:26.9,1,196,1,normal
user_5523,44:39.9,1,29,0,normal
user_2039,46:28.9,3,138,1,normal
user_3579,46:40.9,1,150,0,normal
user_7764,44:11.7,9,0.804273,0,brute_force
user_7764,44:12.2,2,1.303764,0,brute_force
user_4912,46:28.9,2,138,0,normal
user_2928,44:27.9,2,17,0,normal
user_9087,46:46.9,1,156,0,normal
user_3971,44:37.9,2,27,1,normal
user_6696,45:24.9,1,74,0,normal
user_6764,45:42.9,1,92,0,normal
user_5265,44:12.3,1,1.352544,0,brute_force
user_5918,47:13.9,3,183,1,normal
user_5354,44:12.9,1,1.957866,0,brute_force
user_2618,44:11.3,3,0.449067,0,brute_force
user_1106,46:24.9,1,134,0,normal
user_1680,44:12.1,4,1.188021,0,brute_force
user_6363,46:23.9,1,133,0,normal
user_4324,44:12.1,10,1.191509,0,brute_force
user_4478,46:45.9,2,155,1,normal
user_1288,48:48.9,1,278,1,normal
user_7474,44:12.6,12,1.725141,0,brute_force
user_2217,48:31.9,2,261,1,normal
user_1872,44:11.7,7,0.801212,0,brute_force
user_8652,44:11.5,14,0.573255,0,brute_force
user_8670,47:27.9,1,197,0,normal
user_8395,47:29.9,1,199,0,normal
user_9072,45:21.9,1,71,0,normal
user_3125,44:12.4,4,1.49085,0,brute_force
user_9179,44:12.6,12,1.728714,0,brute_force
user_6007,44:11.7,3,0.752155,0,brute_force
user_9774,46:51.9,1,161,0,normal
user_8055,46:35.9,1,145,0,normal
user_8869,44:11.1,1,0.243009,0,brute_force
user_2927,45:17.9,3,67,1,normal
user_3686,45:40.9,1,90,0,normal
user_3542,44:12.0,3,1.133722,0,brute_force
user_8257,47:14.9,1,184,0,normal
user_3908,44:11.9,12,0.965618,0,brute_force
user_9118,44:11.7,3,0.841627,0,brute_force
user_3616,46:47.9,3,157,1,normal
user_6029,44:11.9,2,1.023421,0,brute_force
user_5186,44:12.6,3,1.727078,0,brute_force
user_4799,48:50.9,1,280,0,normal
user_7185,44:11.5,4,0.641249,0,brute_force
user_7676,44:55.9,1,45,0,normal
user_8652,44:11.8,3,0.935045,0,brute_force
user_7556,44:12.4,4,1.528009,0,brute_force
user_7074,44:12.1,2,1.191229,0,brute_force
user_3975,45:02.9,2,52,1,normal
user_6159,44:12.1,10,1.206719,0,brute_force
user_5297,44:12.7,3,1.843708,0,brute_force
user_4085,44:11.7,3,0.818505,0,brute_force
user_7131,48:49.9,3,279,1,normal
user_8726,48:27.9,1,257,0,normal
user_4907,48:54.9,2,284,0,normal
user_3439,47:07.9,3,177,1,normal
user_4698,46:14.9,2,124,0,normal
user_7282,44:11.8,12,0.923518,0,brute_force
user_7589,44:27.9,1,17,0,normal
user_8841,46:49.9,3,159,1,normal
user_7556,44:12.7,8,1.769128,0,brute_force
user_1455,48:55.9,1,285,1,normal
user_5881,48:59.9,1,289,0,normal
user_6376,47:35.9,3,205,1,normal
user_6235,47:24.9,1,194,1,normal
user_2136,45:24.9,3,74,1,normal
user_8869,44:12.1,4,1.162065,0,brute_force
user_1377,48:54.9,2,284,0,normal
user_9788,47:36.9,1,206,1,normal
user_5442,44:12.2,12,1.293848,0,brute_force
user_2704,44:26.9,2,16,1,normal
user_5186,44:12.5,1,1.644212,0,brute_force
user_1680,44:11.1,2,0.245435,0,brute_force
user_9113,44:11.1,6,0.164407,0,brute_force
user_5941,45:23.9,1,73,1,normal
user_6373,48:38.9,1,268,1,normal
user_7470,44:11.3,4,0.365712,0,brute_force
user_6941,44:54.9,2,44,1,normal
user_3928,47:58.9,1,228,0,normal
user_6159,44:11.5,1,0.641103,0,brute_force
user_5367,45:49.9,1,99,0,normal
user_1809,46:25.9,1,135,0,normal
user_6135,44:12.5,9,1.555025,0,brute_force
user_4117,45:21.9,2,71,0,normal
user_7764,44:12.4,3,1.531984,0,brute_force
user_7474,44:11.4,15,0.460618,0,brute_force
user_6062,45:20.9,2,70,0,normal
user_9269,47:57.9,1,227,0,normal
user_9818,46:47.9,2,157,0,normal
user_1172,44:29.9,3,19,1,normal
user_9062,48:07.9,3,237,1,normal
user_7813,44:12.0,5,1.094404,0,brute_force
user_7409,44:11.7,7,0.840758,0,brute_force
user_4324,44:11.3,3,0.378134,0,brute_force
user_1132,44:11.8,10,0.891938,0,brute_force
user_1574,44:12.1,1,1.173259,0,brute_force
user_4430,48:47.9,1,277,0,normal
user_6616,44:12.5,1,1.601469,0,brute_force
user_4135,44:12.8,1,1.939702,0,brute_force
user_1093,48:08.9,2,238,1,normal
user_9179,44:12.9,2,1.986141,0,brute_force
user_4278,44:40.9,1,30,0,normal
user_5450,45:41.9,2,91,0,normal
user_3525,45:26.9,2,76,1,normal
user_7156,47:20.9,2,190,1,normal
user_4137,48:29.9,1,259,0,normal
user_3542,44:11.2,4,0.34863,0,brute_force
user_9407,47:12.9,1,182,1,normal
